0,0.002
1,0.001
2,0.002
3,0.001
4,0.001
5,0.001
6,0.002
7,0.002
8,0.002
9,0.002
10,0.002
11,0.002
12,0.003
13,0.002
14,0.003
15,0.003
16,0.004
17,0.005
18,0.004
19,0.004
20,0.004
21,0.005
22,0.004
23,0.005
24,0.004
25,0.007
26,0.006
27,0.006
28,0.007
29,0.006
30,0.006
31,0.008
32,0.007
33,0.007
34,0.008
35,0.008
36,0.01
37,0.009
38,0.009
39,0.01
40,0.009
41,0.01
42,0.012
43,0.01
44,0.011
45,0.011
46,0.012
47,0.013
48,0.013
49,0.013
50,0.015
51,0.014
52,0.013
53,0.016
54,0.014
55,0.016
56,0.017
57,0.018
58,0.017
59,0.019
60,0.022
61,0.021
62,0.018
63,0.02
64,0.017
65,0.019
66,0.022
67,0.021
68,0.023
69,0.026
70,0.026
71,0.025
72,0.03
73,0.028
74,0.024
75,0.026
76,0.028
77,0.03
78,0.03
79,0.032
80,0.03
81,0.03
82,0.034
83,0.031
84,0.035
85,0.037
86,0.034
87,0.03
88,0.035
89,0.038
90,0.035
91,0.04
92,0.042
93,0.044
94,0.041
95,0.044
96,0.039
97,0.048
98,0.046
99,0.045
100,0.045
101,0.047
102,0.043
103,0.051
104,0.043
105,0.048
106,0.046
107,0.08
108,0.046
109,0.045
110,0.051
111,0.05
112,0.047
113,0.05
114,0.053
115,0.054
116,0.051
117,0.056
118,0.056
119,0.055
120,0.052
121,0.058
122,0.056
123,0.063
124,0.061
125,0.057
126,0.06
127,0.061
128,0.064
129,0.064
130,0.064
131,0.068
132,0.058
133,0.065
134,0.064
135,0.065
136,0.068
137,0.067
138,0.064
139,0.067
140,0.075
141,0.074
142,0.077
143,0.073
144,0.072
145,0.071
146,0.077
147,0.076
148,0.084
149,0.085
150,0.08
151,0.082
152,0.082
153,0.081
154,0.086
155,0.091
156,0.089
157,0.078
158,0.092
159,0.088
160,0.097
161,0.094
162,0.096
163,0.086
164,0.087
165,0.087
166,0.094
167,0.085
168,0.088
169,0.089
170,0.091
171,0.095
172,0.096
173,0.091
174,0.098
175,0.1
176,0.099
177,0.096
178,0.101
179,0.094
180,0.106
181,0.102
182,0.101
183,0.106
184,0.127
185,0.11
186,0.108
187,0.108
188,0.107
189,0.119
190,0.116
191,0.115
192,0.12
193,0.111
194,0.115
195,0.11
196,0.119
197,0.119
198,0.128
199,0.123
200,0.128
201,0.12
202,0.128
203,0.13
204,0.133
205,0.136
206,0.123
207,0.127
208,0.139
209,0.13
210,0.141
211,0.135
212,0.138
213,0.137
214,0.148
215,0.14
216,0.136
217,0.144
218,0.139
219,0.149
220,0.164
221,0.144
222,0.167
223,0.153
224,0.157
225,0.153
226,0.153
227,0.151
228,0.163
229,0.157
230,0.16
231,0.147
232,0.169
233,0.164
234,0.161
235,0.189
236,0.148
237,0.141
238,0.15
239,0.154
240,0.158
241,0.163
242,0.152
243,0.156
244,0.167
245,0.171
246,0.157
247,0.173
248,0.178
249,0.178
250,0.185
251,0.184
252,0.17
253,0.173
254,0.175
255,0.174
256,0.187
257,0.185
258,0.187
259,0.199
260,0.207
261,0.195
262,0.197
263,0.191
264,0.199
265,0.196
266,0.196
267,0.213
268,0.209
269,0.21
270,0.211
271,0.202
272,0.202
273,0.224
274,0.226
275,0.228
276,0.194
277,0.198
278,0.209
279,0.199
280,0.21
281,0.202
282,0.206
283,0.202
284,0.204
285,0.226
286,0.203
287,0.217
288,0.21
289,0.224
290,0.221
291,0.218
292,0.252
293,0.218
294,0.207
295,0.202
