0,0.002
1000,0.501
2000,1.071
3000,1.794
4000,2.221
5000,2.913
6000,3.649
7000,4.063
8000,4.639
9000,4.978
10000,6.26
11000,5.941
12000,6.154
13000,6.442
14000,6.807
15000,6.194
16000,4.558
17000,4.799
18000,4.981
19000,5.268
20000,5.464
21000,5.903
22000,6.456
23000,6.089
24000,6.41
25000,6.754
26000,8.577
27000,7.428
28000,7.797
29000,10.008
30000,10.28
31000,10.77
32000,10.681
33000,10.555
34000,11.11
35000,12.493
36000,12.247
37000,13.019
38000,13.36
39000,13.863
40000,14.371
41000,14.575
42000,15.507
43000,15.739
44000,15.886
45000,17.127
46000,16.106
47000,18.793
48000,17.299
49000,17.422
50000,18.135
51000,19.084
52000,19.344
53000,19.63
54000,19.916
55000,20.343
56000,20.466
57000,20.877
58000,21.091
59000,22.266
60000,22.675
61000,22.951
62000,23.413
63000,23.688
64000,24.207
65000,24.642
66000,24.873
67000,25.677
68000,26.578
69000,27.035
70000,27.676
71000,27.938
72000,28.385
73000,28.754
74000,29.259
75000,29.875
76000,30.43
77000,30.916
78000,34.444
79000,32.607
80000,33.135
81000,33.802
82000,34.981
83000,35.113
84000,35.617
85000,36.269
86000,38.048
87000,38.07
88000,39.191
89000,39.025
90000,40.461
91000,40.906
92000,41.69
93000,42.258
94000,43.045
95000,43.516
96000,44.167
97000,44.7
98000,43.684
99000,45.922
100000,46.062
101000,46.9
102000,47.169
103000,47.936
104000,48.6
105000,48.851
106000,50.069
107000,50.323
108000,51.026
109000,51.579
110000,52.303
111000,53.053
112000,53.225
113000,53.815
114000,54.451
115000,55.288
116000,55.927
117000,56.589
118000,57.507
119000,60.517
120000,58.791
121000,59.985
122000,61.297
123000,61.607
124000,62.1
125000,64.628
126000,63.933
127000,64.658
128000,65.406
129000,66.062
130000,67.018
131000,70.427
132000,68.291
133000,69.634
134000,70.783
135000,71.459
136000,73.44
137000,72.65
138000,73.758
139000,74.385
140000,75.078
141000,76.006
142000,79.252
143000,77.828
144000,78.88
145000,79.748
146000,81.497
147000,81.65
148000,82.548
149000,83.518
150000,84.487
151000,87.032
152000,86.11
153000,87.362
154000,88.327
155000,89.312
156000,90.706
157000,90.884
158000,91.766
159000,92.564
160000,95.148
161000,94.956
162000,95.926
163000,96.529
164000,99.396
165000,98.408
166000,99.644
167000,100.316
168000,102.387
169000,102.448
170000,103.537
171000,104.362
172000,105.494
173000,106.21
174000,107.128
175000,110.395
176000,109.017
177000,110.278
178000,111.285
179000,113.136
180000,113.061
181000,114.052
182000,117.079
183000,115.912
184000,117.263
185000,118.33
186000,119.067
187000,120.108
188000,120.876
189000,123.461
190000,123.203
191000,124.028
192000,126.939
193000,125.803
194000,126.945
195000,129.908
196000,128.761
197000,130.318
198000,131.955
199000,131.9
200000,133.02
