0,0
1,0
2,0
3,0.001
4,0.001
5,0.001
6,0
7,0.001
8,0.001
9,0.001
10,0.001
11,0.001
12,0.001
13,0.001
14,0.001
15,0.002
16,0.001
17,0.001
18,0.001
19,0.002
20,0.002
21,0.001
22,0.002
23,0.001
24,0.002
25,0.002
26,0.002
27,0.002
28,0.002
29,0.002
30,0.002
31,0.003
32,0.002
33,0.003
34,0.002
35,0.002
36,0.003
37,0.003
38,0.003
39,0.003
40,0.003
41,0.003
42,0.003
43,0.004
44,0.003
45,0.003
46,0.004
47,0.004
48,0.004
49,0.004
50,0.004
51,0.004
52,0.004
53,0.004
54,0.005
55,0.005
56,0.005
57,0.005
58,0.004
59,0.005
60,0.004
61,0.005
62,0.004
63,0.004
64,0.005
65,0.005
66,0.005
67,0.005
68,0.005
69,0.005
70,0.006
71,0.006
72,0.005
73,0.006
74,0.006
75,0.006
76,0.006
77,0.006
78,0.007
79,0.006
80,0.006
81,0.01
82,0.006
83,0.007
84,0.006
85,0.007
86,0.007
87,0.008
88,0.007
89,0.007
90,0.007
91,0.007
92,0.008
93,0.008
94,0.007
95,0.008
96,0.008
97,0.008
98,0.009
99,0.008
100,0.008
101,0.008
102,0.008
103,0.008
104,0.008
105,0.009
106,0.008
107,0.009
108,0.009
109,0.009
110,0.009
111,0.009
112,0.01
113,0.01
114,0.009
115,0.009
116,0.01
117,0.01
118,0.01
119,0.01
120,0.01
121,0.01
122,0.01
123,0.011
124,0.01
125,0.011
126,0.011
127,0.011
128,0.01
129,0.012
130,0.011
131,0.011
132,0.012
133,0.011
134,0.012
135,0.012
136,0.011
137,0.012
138,0.013
139,0.012
140,0.012
141,0.013
142,0.013
143,0.012
144,0.013
145,0.012
146,0.013
147,0.014
148,0.013
149,0.013
150,0.013
151,0.013
152,0.014
153,0.014
154,0.013
155,0.014
156,0.014
157,0.014
158,0.014
159,0.014
160,0.014
161,0.015
162,0.014
163,0.014
164,0.014
165,0.014
166,0.015
167,0.015
168,0.015
169,0.015
170,0.015
171,0.015
172,0.015
173,0.015
174,0.016
175,0.016
176,0.016
177,0.016
178,0.016
179,0.016
180,0.016
181,0.016
182,0.016
183,0.017
184,0.016
185,0.017
186,0.017
187,0.017
188,0.017
189,0.017
190,0.018
191,0.017
192,0.016
193,0.017
194,0.018
195,0.019
196,0.018
197,0.018
198,0.018
199,0.019
200,0.019
201,0.018
202,0.02
203,0.018
204,0.019
205,0.018
206,0.018
207,0.019
208,0.019
209,0.019
210,0.019
211,0.02
212,0.019
213,0.02
214,0.019
215,0.02
216,0.02
217,0.02
218,0.021
219,0.02
220,0.02
221,0.021
222,0.02
223,0.021
224,0.021
225,0.021
226,0.022
227,0.021
228,0.021
229,0.021
230,0.021
231,0.022
232,0.022
233,0.022
234,0.022
235,0.022
236,0.022
237,0.023
238,0.021
239,0.029
240,0.023
241,0.023
242,0.022
243,0.023
244,0.024
245,0.024
246,0.03
247,0.026
248,0.023
249,0.023
250,0.024
251,0.024
252,0.024
253,0.024
254,0.027
255,0.029
256,0.031
257,0.03
258,0.025
259,0.025
260,0.025
261,0.025
262,0.026
263,0.025
264,0.029
265,0.031
266,0.03
267,0.029
268,0.027
269,0.026
270,0.027
271,0.027
272,0.026
273,0.027
274,0.026
275,0.027
276,0.027
277,0.027
278,0.027
279,0.027
280,0.027
281,0.027
282,0.027
283,0.028
284,0.027
285,0.027
286,0.027
287,0.028
288,0.028
289,0.029
290,0.028
291,0.029
292,0.029
293,0.028
294,0.028
295,0.028
296,0.044
297,0.028
298,0.03
299,0.029
300,0.03
301,0.029
302,0.03
303,0.029
304,0.029
305,0.031
306,0.031
307,0.03
308,0.03
309,0.03
310,0.029
311,0.03
312,0.031
313,0.031
314,0.031
315,0.03
316,0.031
317,0.031
318,0.031
319,0.031
320,0.031
321,0.032
322,0.032
323,0.031
324,0.032
325,0.032
326,0.033
327,0.033
328,0.032
329,0.032
330,0.034
331,0.033
332,0.033
333,0.033
334,0.033
335,0.033
336,0.034
337,0.033
338,0.033
339,0.034
340,0.034
341,0.034
342,0.034
343,0.034
344,0.035
345,0.034
346,0.035
347,0.034
348,0.034
349,0.035
350,0.034
351,0.035
352,0.034
353,0.034
354,0.035
355,0.035
356,0.036
